Date,time_from_start,Character_type,Character_position.x,Character_position.y,Character_position.z,User_Action,Form_Question,Form_Answer,Left_hand_position_x,Left_hand_position_y,Left_hand_position_z,Right_hand_position_x,Right_hand_position_y,Right_hand_position_z,Headset_eyetracking_rotation_x,Headset_eyetracking_rotation_y,Headset_eyetracking_rotation_z,CharacterStatus,norm_time,time_rounded,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,time
1715748104073,668.2823,Robot Kyle,-6.000117,-1.0,0.09986983,Idle,,,-6.040782,-0.1006408,0.3824494,-5.934134,-0.09603542,-0.1504887,2.021,4.154,-1.745,,0.0,0.0,,,0.0176971566969046,0.0152567512819209,0.0026951756141315,0.0356490835929571,1.159955771047767,0.4964266935714698,0.4279703640105662,-4.182733166883342,0.0
1715748104157,668.3657,Robot Kyle,-5.916736,-1.001251,0.09987187,Idle,,,-5.933294,-0.09694237,0.3932723,-5.842951,-0.08786047,-0.1600877,1.925,4.19,-1.795,,0.084,0.1,,,0.0176971566969046,0.0152567512819209,0.0026951756141315,0.0356490835929571,1.159955771047767,0.4964266935714698,0.4279703640105662,-4.182733166883342,0.1
1715748104240,668.45,Robot Kyle,-5.832522,-1.002515,0.09987392,Idle,,,-5.889439,-0.1012399,0.3901758,-5.672552,-0.04785299,-0.1864512,1.893,4.194,-1.794,,0.167,0.2,,,0.0176971566969046,0.0152567512819209,0.0026951756141315,0.0356490835929571,1.159955771047767,0.4964266935714698,0.4279703640105662,-4.182733166883342,0.2
1715748104324,668.5319,Robot Kyle,-5.750578,-1.003745,0.0998759,Idle,,,-5.893795,-0.1266347,0.362293,-5.473417,0.01180005,-0.2096969,1.847,4.155,-1.726,,0.251,0.3,,,0.0176971566969046,0.0152567512819209,0.0026951756141315,0.0356490835929571,1.159955771047767,0.4964266935714698,0.4279703640105662,-4.182733166883342,0.3
1715748104407,668.6168,Robot Kyle,-5.665631,-1.00502,0.09987796,Idle,,,-5.800772,-0.1529073,0.3541707,-5.355562,0.02274394,-0.1931973,1.773,4.341,-1.654,,0.334,0.3,,,0.0176971566969046,0.0152567512819209,0.0026951756141315,0.0356490835929571,1.159955771047767,0.4964266935714698,0.4279703640105662,-4.182733166883342,0.3
1715748104491,668.7018,Robot Kyle,-5.580719,-1.006295,0.09988002,Idle,,,-5.649393,-0.1430681,0.3963756,-5.3385,-0.0006091595,-0.1648635,1.753,4.529,-1.632,,0.418,0.4,,,0.0370989229658595,0.015004064968656,0.0033145381782754,0.055417526112791,1.4224829096256706,0.6694438667354476,0.2707458456033995,-4.199434116682822,0.4
1715748104575,668.7851,Robot Kyle,-5.497422,-1.007545,0.09988204,Idle,,,-5.49938,-0.117669,0.4647492,-5.380913,-0.04699332,-0.1219437,1.652,4.901,-1.472,,0.502,0.5,,,0.0370989229658595,0.015004064968656,0.0033145381782754,0.055417526112791,1.5975010020109397,0.6694438667354476,0.2707458456033995,-4.199434116682822,0.5
1715748104658,668.8661,Robot Kyle,-5.416342,-1.008762,0.09988401,Idle,,,-5.32205,-0.06261587,0.4951716,-5.43291,-0.0782882,-0.0983093,1.605,5.083,-1.447,,0.585,0.6,,,0.0370989229658595,0.015004064968656,0.0033145381782754,0.055417526112791,1.7225139251432746,0.6694438667354476,0.2707458456033995,-4.199434116682822,0.6
1715748104741,668.9498,Robot Kyle,-5.332696,-1.010018,0.09988598,Idle,,,-5.134861,0.01206303,0.4845841,-5.466164,-0.08827126,-0.08130642,1.574,5.124,-1.299,,0.668,0.7,,,0.0370989229658595,0.015004064968656,0.0033145381782754,0.055417526112791,1.8162736174925256,0.6694438667354476,0.2707458456033995,-4.199434116682822,0.7
1715748104825,669.0356,Robot Kyle,-5.246877,-1.011306,0.099888,Idle,,,-4.969419,0.05803025,0.4855559,-5.458324,-0.1006246,-0.04938789,1.57,5.057,-1.234,,0.752,0.8,,,0.0370635718264314,0.0150250367249101,0.0026635749683626,0.0547521835197042,1.8885529307190685,0.6769332188020044,0.2744189502415544,-4.198037354310264,0.8
1715748104908,669.1179,Robot Kyle,-5.16469,-1.012539,0.09989003,Idle,,,-4.855285,0.05587518,0.5022817,-5.391636,-0.1159835,-0.02845248,1.505,5.039,-1.216,,0.835,0.8,,,0.0370635718264314,0.0150250367249101,0.0026635749683626,0.0547521835197042,1.8885529307190685,0.6769332188020044,0.2744189502415544,-4.198037354310264,0.8
1715748104992,669.2024,Robot Kyle,-5.080166,-1.013808,0.09989206,Idle,,,-4.796341,0.02093935,0.4873769,-5.2637,-0.1086063,-0.07447471,1.44,4.924,-1.221,,0.919,0.9,,,0.0370635718264314,0.0150250367249101,0.0026635749683626,0.0547521835197042,1.9463763813003023,0.6769332188020044,0.2744189502415544,-4.198037354310264,0.9
1715748105075,669.2845,Robot Kyle,-4.998067,-1.01504,0.09989402,Idle,,,-4.782888,-0.03000695,0.4467764,-5.085373,-0.1045166,-0.1463032,1.514,4.747,-1.21,,1.002,1.0,,,0.0370635718264314,0.0150250367249101,0.0026635749683626,0.0547521835197042,1.9936864772304028,0.6769332188020044,0.2744189502415544,-4.198037354310264,1.0
1715748105159,669.3696,Robot Kyle,-4.912965,-1.016317,0.09989617,Idle,,,-4.813195,-0.06750047,0.4182077,-4.876138,-0.07314491,-0.197073,1.481,4.649,-1.19,,1.086,1.1,,,0.0370635718264314,0.0150250367249101,0.0026635749683626,0.0547521835197042,2.0331115571721536,0.6769332188020044,0.2744189502415544,-4.198037354310264,1.1
