Date,time_from_start,Character_type,Character_position.x,Character_position.y,Character_position.z,User_Action,Form_Question,Form_Answer,Left_hand_position_x,Left_hand_position_y,Left_hand_position_z,Right_hand_position_x,Right_hand_position_y,Right_hand_position_z,Headset_eyetracking_rotation_x,Headset_eyetracking_rotation_y,Headset_eyetracking_rotation_z,CharacterStatus,norm_time,time_rounded,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,time
1716196304598,482.3182,Robot Kyle,-6.000125,-1.0,0.09986936,Idle,,,-6.040825,-0.1006457,0.3824727,-5.934162,-0.09602296,-0.1505046,-0.645,4.43,4.146,,0.0,0.0,,,0.0380566019939897,0.021490718725375,0.0020717568655371,0.0616190775849019,1.7708389598461705,0.6176107057356284,0.3487672903860659,-3.84013412424412,0.0
1716196304682,482.4026,Robot Kyle,-5.915802,-1.001266,0.09987143,Idle,,,-5.932293,-0.09681702,0.3934951,-5.841052,-0.08727509,-0.1604798,-0.597,4.474,4.107,,0.084,0.1,,,0.0380566019939897,0.021490718725375,0.0020717568655371,0.0616190775849019,1.7708389598461705,0.6176107057356284,0.3487672903860659,-3.84013412424412,0.1
1716196304765,482.4839,Robot Kyle,-5.834481,-1.002486,0.0998734,Idle,,,-5.891759,-0.1012819,0.390104,-5.674024,-0.04757994,-0.1866261,-0.617,4.437,4.149,,0.167,0.2,,,0.0380566019939897,0.021490718725375,0.0020717568655371,0.0616190775849019,1.7708389598461705,0.6176107057356284,0.3487672903860659,-3.84013412424412,0.2
1716196304849,482.5691,Robot Kyle,-5.749267,-1.003765,0.09987546,Idle,,,-5.893033,-0.1269107,0.3619744,-5.471255,0.01227486,-0.2098087,-0.562,4.394,4.215,,0.251,0.3,,,0.0380566019939897,0.021490718725375,0.0020717568655371,0.0616190775849019,1.7708389598461705,0.6176107057356284,0.3487672903860659,-3.84013412424412,0.3
1716196304932,482.651,Robot Kyle,-5.667353,-1.004995,0.09987745,Idle,,,-5.80252,-0.1528758,0.3541642,-5.357268,0.02277684,-0.1932048,-0.495,4.347,4.237,,0.334,0.3,,,0.0380566019939897,0.021490718725375,0.0020717568655371,0.0616190775849019,1.7708389598461705,0.6176107057356284,0.3487672903860659,-3.84013412424412,0.3
1716196305015,482.735,Robot Kyle,-5.583399,-1.006255,0.09987951,Idle,,,-5.651455,-0.1426913,0.3972037,-5.342206,-0.0009241104,-0.1644217,-0.519,4.296,4.362,,0.417,0.4,,,0.0380566019939897,0.021490718725375,0.0020717568655371,0.0616190775849019,1.7708389598461705,0.6176107057356284,0.3487672903860659,-3.84013412424412,0.4
1716196305099,482.8196,Robot Kyle,-5.498766,-1.007525,0.09988157,Idle,,,-5.501555,-0.1180133,0.4643227,-5.38108,-0.04655975,-0.1221342,-0.357,4.269,4.473,,0.501,0.5,,,0.0546371881694115,0.0316733493862486,0.0039784039762819,0.0902889415319421,1.763202608672401,0.6051370992103412,0.3507998748112839,-3.452279665064133,0.5
1716196305183,482.9027,Robot Kyle,-5.415702,-1.008772,0.09988353,Idle,,,-5.320574,-0.06196737,0.4952382,-5.433383,-0.07838786,-0.09819841,-0.205,4.361,4.515,,0.585,0.6,,,0.0546371881694115,0.0316733493862486,0.0039784039762819,0.0902889415319421,1.7577480721197087,0.6051370992103412,0.3507998748112839,-3.452279665064133,0.6
1716196305266,482.9858,Robot Kyle,-5.332619,-1.010019,0.09988556,Idle,,,-5.134559,0.01219404,0.4845613,-5.466296,-0.08831251,-0.08124461,-0.081,4.385,4.61,,0.668,0.7,,,0.0392754747269959,0.0219807120463316,0.0023281010836145,0.0635842878569421,1.761381487761518,0.6176915091879541,0.3456940824089424,-3.81758993533885,0.7
1716196305350,483.069,Robot Kyle,-5.249484,-1.011267,0.09988753,Idle,,,-4.971717,0.05822885,0.4856586,-5.461188,-0.1006078,-0.04915579,-0.049,4.31,4.75,,0.752,0.8,,,0.0392754747269959,0.0219807120463316,0.0023281010836145,0.0635842878569421,1.764207477705147,0.6176915091879541,0.3456940824089424,-3.81758993533885,0.8
