Date,time_from_start,Character_type,Character_position.x,Character_position.y,Character_position.z,User_Action,Form_Question,Form_Answer,Left_hand_position_x,Left_hand_position_y,Left_hand_position_z,Right_hand_position_x,Right_hand_position_y,Right_hand_position_z,Headset_eyetracking_rotation_x,Headset_eyetracking_rotation_y,Headset_eyetracking_rotation_z,CharacterStatus,norm_time,time_rounded,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,time
1715939647365,256.5517,Robot Kyle,-6.000119,-1.0,0.09987842,Idle,,,-6.040656,-0.100623,0.3823734,-5.934058,-0.09608006,-0.1504235,-12.105,0.262,3.342,,0.0,0.0,,,0.0235810044408636,0.0039196741981219,0.0018134332725692,0.0293141119115549,6.0160623686943415,0.8044249988541742,0.1337128755579636,-5.54174674135781,0.0
1715939647448,256.6343,Robot Kyle,-5.917523,-1.00124,0.0998803,Idle,,,-5.934062,-0.09699565,0.3930964,-5.844164,-0.08825743,-0.1596918,-12.28,0.152,3.277,,0.083,0.1,,,0.0235810044408636,0.0039196741981219,0.0018134332725692,0.0293141119115549,6.0160623686943415,0.8044249988541742,0.1337128755579636,-5.54174674135781,0.1
1715939647531,256.7191,Robot Kyle,-5.832734,-1.002512,0.09988222,Idle,,,-5.890228,-0.1013207,0.3900588,-5.671843,-0.04751503,-0.186507,-12.489,0.184,3.244,,0.166,0.2,,,0.0235810044408636,0.0039196741981219,0.0018134332725692,0.0293141119115549,6.0160623686943415,0.8044249988541742,0.1337128755579636,-5.54174674135781,0.2
1715939647613,256.8028,Robot Kyle,-5.749008,-1.003769,0.0998841,Idle,,,-5.89093,-0.1260492,0.363043,-5.47385,0.01059926,-0.2093987,-12.709,0.188,3.136,,0.248,0.2,,,0.0235810044408636,0.0039196741981219,0.0018134332725692,0.0293141119115549,6.0160623686943415,0.8044249988541742,0.1337128755579636,-5.54174674135781,0.2
1715939647696,256.8855,Robot Kyle,-5.666354,-1.005009,0.09988598,Idle,,,-5.80231,-0.1527264,0.3539833,-5.355772,0.02297151,-0.1934162,-12.691,0.336,3.114,,0.331,0.3,,,0.0217515230097063,0.0027207163801816,0.0007791462230518,0.0252513856129399,6.510741235096949,0.8613991858949678,0.1077452311681247,-5.906860058284565,0.3
1715939647780,256.9681,Robot Kyle,-5.583748,-1.006249,0.09988786,Idle,,,-5.655567,-0.1447418,0.3921473,-5.336309,0.001276851,-0.1670458,-12.783,0.282,3.117,,0.415,0.4,,,0.0217515230097063,0.0027207163801816,0.0007791462230518,0.0252513856129399,6.8075485549385135,0.8613991858949678,0.1077452311681247,-5.906860058284565,0.4
1715939647864,257.0492,Robot Kyle,-5.502658,-1.007466,0.09988964,Idle,,,-5.509987,-0.119938,0.461999,-5.378597,-0.04421234,-0.123108,-12.935,0.399,3.167,,0.499,0.5,,,0.0217515230097063,0.0027207163801816,0.0007791462230518,0.0252513856129399,7.005420101499557,0.8613991858949678,0.1077452311681247,-5.906860058284565,0.5
1715939647946,257.1332,Robot Kyle,-5.418645,-1.008727,0.09989158,Idle,,,-5.327631,-0.06513488,0.4948982,-5.430877,-0.07787907,-0.09873649,-12.996,0.273,3.251,,0.581,0.6,,,0.0249789657482475,0.0044634358218,0.0019223498712128,0.0313647514412603,6.804124906796927,0.7964024773168675,0.1423073870092387,-5.411836445895631,0.6
1715939648030,257.2169,Robot Kyle,-5.334895,-1.009984,0.09989349,Idle,,,-5.141629,0.009417534,0.485036,-5.464084,-0.08742052,-0.08256605,-12.899,0.276,3.24,,0.665,0.7,,,0.0249789657482475,0.0044634358218,0.0019223498712128,0.0313647514412603,6.653153510769955,0.7964024773168675,0.1423073870092387,-5.411836445895631,0.7
1715939648113,257.2997,Robot Kyle,-5.252123,-1.011227,0.09989534,Idle,,,-4.977664,0.0565654,0.4845553,-5.461073,-0.100324,-0.05162393,-12.719,0.273,3.218,,0.748,0.7,,,0.0249789657482475,0.0044634358218,0.0019223498712128,0.0313647514412603,6.653153510769955,0.7964024773168675,0.1423073870092387,-5.411836445895631,0.7
1715939648198,257.385,Robot Kyle,-5.166842,-1.012507,0.0998973,Idle,,,-4.856966,0.05739594,0.5014762,-5.39499,-0.1155971,-0.02832951,-12.559,0.184,3.17,,0.833,0.8,,,0.0249789657482475,0.0044634358218,0.0019223498712128,0.0313647514412603,6.535731313860087,0.7964024773168675,0.1423073870092387,-5.411836445895631,0.8
1715939648281,257.4666,Robot Kyle,-5.085238,-1.013732,0.09989915,Idle,,,-4.799565,0.02231836,0.4893014,-5.271641,-0.1094326,-0.07086494,-12.527,0.256,3.109,,0.916,0.9,,,0.0249789657482475,0.0044634358218,0.0019223498712128,0.0313647514412603,6.441793556332193,0.7964024773168675,0.1423073870092387,-5.411836445895631,0.9
1715939648363,257.5501,Robot Kyle,-5.001765,-1.014984,0.099901,Idle,,,-4.781641,-0.0272209,0.4493556,-5.094947,-0.1046397,-0.1419111,-12.519,0.207,3.042,,0.998,1.0,,,0.0263433045311878,0.0045437748146989,0.0025004534011492,0.033387532747036,6.383236821400209,0.7890162094569988,0.1360919613055962,-5.393997155415606,1.0
1715939648446,257.635,Robot Kyle,-4.916909,-1.016258,0.09990285,Idle,,,-4.813726,-0.06659716,0.4183994,-4.883936,-0.07497001,-0.1964838,-12.486,0.277,3.101,,1.081,1.1,,,0.0263433045311878,0.0045437748146989,0.0025004534011492,0.033387532747036,6.334439542290223,0.7890162094569988,0.1360919613055962,-5.393997155415606,1.1
