Date,time_from_start,Character_type,Character_position.x,Character_position.y,Character_position.z,User_Action,Form_Question,Form_Answer,Left_hand_position_x,Left_hand_position_y,Left_hand_position_z,Right_hand_position_x,Right_hand_position_y,Right_hand_position_z,Headset_eyetracking_rotation_x,Headset_eyetracking_rotation_y,Headset_eyetracking_rotation_z,CharacterStatus,norm_time,time_rounded,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,time
1716363651450,561.9246,Robot Kyle,-6.000123,-1.0,0.09986888,Idle,,,-6.040853,-0.1006492,0.3824922,-5.934177,-0.09601265,-0.1505178,-1.106,3.222,-3.009,,0.0,0.0,,,0.0161288576332681,0.016062289021734,0.0014230933866372,0.0336142400416394,1.004144403792261,0.4798221709992135,0.4778418016244601,-4.131281051246638,0.0
1716363651533,562.0075,Robot Kyle,-5.91725,-1.001244,0.09987092,Idle,,,-5.933806,-0.09690893,0.3933285,-5.84329,-0.08771718,-0.1601979,-1.079,3.437,-2.955,,0.083,0.1,,,0.0183736682514131,0.0166940174352942,0.0023017693259471,0.0373694550126546,1.0523791703244665,0.4916761094105111,0.446728950947802,-4.092704861149304,0.1
1716363651616,562.0912,Robot Kyle,-5.83357,-1.0025,0.09987297,Idle,,,-5.891031,-0.1013312,0.3900667,-5.672866,-0.04747164,-0.1867106,-0.942,3.262,-2.979,,0.166,0.2,,,0.0212954771029448,0.0183663595046794,0.0019392035301631,0.0416010401377875,1.08808036494659,0.5118977081441166,0.4414879878928016,-3.997234575514373,0.2
1716363651699,562.1761,Robot Kyle,-5.748665,-1.003774,0.09987504,Idle,,,-5.891401,-0.1264414,0.3625726,-5.472257,0.011343,-0.2096101,-0.785,3.129,-2.812,,0.249,0.2,,,0.0212954771029448,0.0183663595046794,0.0019392035301631,0.0416010401377875,1.08808036494659,0.5118977081441166,0.4414879878928016,-3.997234575514373,0.2
1716363651782,562.2599,Robot Kyle,-5.66482,-1.005033,0.09987707,Idle,,,-5.800252,-0.1528587,0.3541002,-5.354568,0.02280927,-0.1932799,-0.394,3.069,-2.609,,0.332,0.3,,,0.0212954771029448,0.0183663595046794,0.0019392035301631,0.0416010401377875,1.1059309622576516,0.5118977081441166,0.4414879878928016,-3.997234575514373,0.3
1716363651867,562.3414,Robot Kyle,-5.583434,-1.006254,0.09987906,Idle,,,-5.653354,-0.143707,0.3947006,-5.339149,0.0001535416,-0.1657434,-0.504,2.892,-2.627,,0.417,0.4,,,0.0212954771029448,0.0183663595046794,0.0019392035301631,0.0416010401377875,1.116641320644289,0.5118977081441166,0.4414879878928016,-3.997234575514373,0.4
1716363651950,562.4258,Robot Kyle,-5.498933,-1.007522,0.09988115,Idle,,,-5.502879,-0.1185167,0.4637291,-5.379612,-0.04597789,-0.1223937,-0.606,2.858,-2.618,,0.5,0.5,,,0.0212954771029448,0.0183663595046794,0.0019392035301631,0.0416010401377875,1.1237815595687135,0.5118977081441166,0.4414879878928016,-3.997234575514373,0.5
1716363652034,562.5085,Robot Kyle,-5.416244,-1.008763,0.09988318,Idle,,,-5.322327,-0.06291139,0.4951404,-5.432313,-0.07824844,-0.09836032,-0.452,2.846,-2.732,,0.584,0.6,,,0.0212954771029448,0.0183663595046794,0.0019392035301631,0.0416010401377875,1.128881730229017,0.5118977081441166,0.4414879878928016,-3.997234575514373,0.6
1716363652118,562.5923,Robot Kyle,-5.332467,-1.010021,0.0998852,Idle,,,-5.134507,0.012133,0.484571,-5.466051,-0.08829671,-0.08127283,-0.35,2.721,-2.835,,0.668,0.7,,,0.0212954771029448,0.0183663595046794,0.0019392035301631,0.0416010401377875,1.1327068582242446,0.5118977081441166,0.4414879878928016,-3.997234575514373,0.7
1716363652201,562.6761,Robot Kyle,-5.248649,-1.011279,0.09988729,Idle,,,-4.972051,0.05761194,0.4852677,-5.459381,-0.1005368,-0.05003431,0.219,2.45,-2.471,,0.751,0.8,,,0.0114075721671425,0.0125237994840439,0.0016409496953408,0.0255723213465272,1.108058486378314,0.4460905997762174,0.4897404234185663,-4.380124486182406,0.8
